"items__id_pleito","items__tipo_interessado","items__interessado","items__cod_ibge","items__uf","items__num_pvl","items__status","items__num_processo","items__data_protocolo","items__tipo_operacao","items__finalidade","items__tipo_credor","items__credor","items__moeda","items__valor","items__pvl_assoc_divida","items__pvl_contradado_credor","items__data_status","hasMore","limit","offset","count","links__rel","links__href"
"9970","Município","Queimados","3304144","RJ","null","Deferido","17944.001090/2012-41","2012-07-16T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado do Rio de Janeiro","Real","3349620","0","0","13/08/2012","False","5000","0","235","self","http://apidatalake-ords.apps.ocp.tesouro.gov.br/ords/sadipem/tt/pvl?uf=RJ&tipo_interessado=Munic%C3%ADpio"
"10412","Município","Maricá","3302700","RJ","null","Arquivado por decurso de prazo","17944.001193/2011-20","2012-09-12T03:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","22800000","0","0","17/10/2012","","","","","describedby","http://apidatalake-ords.apps.ocp.tesouro.gov.br/ords/sadipem/metadata-catalog/tt/item"
"9234","Município","Nova Friburgo","3303401","RJ","null","Deferido","17944.000933/2013-72","2013-08-30T03:00:00Z","Operação contratual interna","Provias","Instituição Financeira Nacional","Banco do Brasil S/A","Real","14000000","1","0","09/10/2013","","","","","first","http://apidatalake-ords.apps.ocp.tesouro.gov.br/ords/sadipem/tt/pvl?uf=RJ&tipo_interessado=Munic%C3%ADpio"
"11690","Município","Tanguá","3305752","RJ","null","Arquivado","17944.001503/2008-19","2008-11-04T02:00:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","300381","0","0","06/02/2009","","","","","",""
"13753","Município","Piraí","3304003","RJ","null","Deferido","19405.000071/2002-58","2002-09-30T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","408600","0","0","11/10/2002","","","","","",""
"13579","Município","Rio de Janeiro","3304557","RJ","null","Arquivado","19405.000029/2006-61","2006-07-20T03:00:00Z","Operação contratual interna","Saneamento básico","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1316493.93","0","0","26/06/2007","","","","","",""
"9317","Município","Nova Iguaçu","3303500","RJ","null","Regularizado","17944.000953/2007-03","2007-06-18T03:00:00Z","Operação contratual interna","Regularização de Dívida - Outros","Outras Organizações","Pessoa Jurídica","Real","1077466.66","1","0","02/08/2007","","","","","",""
"10174","Município","Miracema","3303005","RJ","null","Arquivado","17944.001137/2008-90","2008-04-08T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","342000","0","0","26/08/2008","","","","","",""
"58189","Município","Nova Friburgo","3303401","RJ","PVL02.003661/2022-91","Em análise","17944.101850/2022-91","2022-12-29T13:19:12Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","30000000","0","0","29/12/2022","","","","","",""
"13584","Município","Rio de Janeiro","3304557","RJ","null","Arquivado","19405.000030/2006-95","2006-07-20T03:00:00Z","Operação contratual interna","Saneamento básico","Instituição Financeira Nacional","Caixa Econômica Federal","Real","864000","0","0","26/06/2007","","","","","",""
"60039","Município","Petrópolis","3303906","RJ","PVL02.005942/2022-88","Deferido","17944.102384/2022-61","2022-06-21T13:12:44Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","20000000","0","1","23/06/2022","","","","","",""
"4977","Município","Petrópolis","3303906","RJ","null","Arquivado por decurso de prazo","17944.000013/2015-16","2017-03-03T03:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","4785780","0","0","17/08/2017","","","","","",""
"5713","Município","Volta Redonda","3306305","RJ","null","Deferido","17944.000179/2014-51","2014-03-14T03:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","2851305.24","0","0","24/03/2014","","","","","",""
"6670","Município","Duque de Caxias","3301702","RJ","null","Deferido","17944.000406/2008-09","2008-03-27T03:00:00Z","Operação contratual interna","PAC - Saneamento - 2008","Instituição Financeira Nacional","Caixa Econômica Federal","Real","152248602.4","0","0","28/03/2008","","","","","",""
"34100","Município","Resende","3304201","RJ","PVL02.003091/2019-33","Deferido (PVL-IF)","null","null","Operação contratual interna","Aporte de capital","Instituição Financeira Nacional","Caixa Econômica Federal","Real","3600000","0","1","27/09/2019","","","","","",""
"31378","Município","Petrópolis","3303906","RJ","PVL02.000583/2019-77","Deferido","17944.101202/2019-39","2019-04-11T19:29:03Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","9200000","1","1","23/04/2019","","","","","",""
"31436","Município","Nilópolis","3303203","RJ","PVL02.000708/2019-69","Deferido (PVL-IF)","null","null","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","4745738.61","0","0","21/06/2019","","","","","",""
"9452","Município","Rio de Janeiro","3304557","RJ","null","Arquivado","17944.000984/2009-18","2009-08-13T03:00:00Z","Operação contratual externa (com garantia da União)","Multissetorial","Instituição Financeira Internacional","Banco Internacional para Reconstrução e Desenvolvimento","Dólar dos EUA","0.01","0","0","09/02/2010","","","","","",""
"5470","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.000121/2010-84","2010-10-28T02:00:00Z","Operação contratual interna","PAC - Pró-Moradia - 2009","Instituição Financeira Nacional","Caixa Econômica Federal","Real","247574236.14","1","0","19/11/2010","","","","","",""
"6388","Município","Itaboraí","3301900","RJ","null","Regularizado","17944.000334/2012-78","2018-11-22T02:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Ampla Energia e Serviços S/A","Real","8493818.21","0","0","04/12/2018","","","","","",""
"5763","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.000190/2013-31","2013-04-02T03:00:00Z","Operação contratual interna","PAC 2 - Mobilidade Grandes Cidades","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1097000000","1","0","25/04/2013","","","","","",""
"7596","Município","Barra Mansa","3300407","RJ","null","Regularizado","17944.000617/2007-52","2007-06-13T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","13505401.39","1","0","15/06/2007","","","","","",""
"9109","Município","Barra Mansa","3300407","RJ","null","Arquivado por decurso de prazo","17944.000904/2014-91","2014-09-11T03:00:00Z","Operação contratual interna","Saneamento para Todos","Instituição Financeira Nacional","Caixa Econômica Federal","Real","39883420.11","0","0","18/02/2015","","","","","",""
"7216","Município","São João de Meriti","3305109","RJ","null","Arquivado a pedido","17944.000523/2010-89","2012-05-02T03:00:00Z","Operação contratual interna","Caminho da Escola 2009 A","Instituição Financeira Nacional","Banco do Brasil S/A","Real","1745900","0","0","21/05/2012","","","","","",""
"5290","Município","Casimiro de Abreu","3301306","RJ","null","Deferido","17944.000078/2014-81","2014-11-28T02:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","15024627.28","1","0","12/12/2014","","","","","",""
"6363","Município","Rio Claro","3304409","RJ","null","Regularizado","17944.000328/2008-34","2011-06-01T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","6733230.99","0","0","22/07/2011","","","","","",""
"7907","Município","Mesquita","3302858","RJ","null","Deferido","17944.000675/2010-81","2010-09-06T03:00:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","5106563","1","0","20/09/2010","","","","","",""
"10796","Município","Armação dos Búzios","3300233","RJ","null","Arquivado por decurso de prazo","17944.001287/2008-01","2010-11-25T02:00:00Z","Operação contratual interna","PAC - Saneamento - 2008 C","Instituição Financeira Nacional","Caixa Econômica Federal","Real","28000900","0","0","17/12/2010","","","","","",""
"5722","Município","Quissamã","3304151","RJ","null","Arquivado","17944.000182/2008-27","2008-04-14T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","518100","0","0","06/05/2008","","","","","",""
"9669","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.001029/2010-31","2011-04-14T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","45666000","1","0","12/05/2011","","","","","",""
"10637","Município","Teresópolis","3305802","RJ","null","Arquivado","17944.001249/2008-41","2008-09-26T03:00:00Z","Operação contratual interna","PAC - Saneamento - 2008 B","Instituição Financeira Nacional","Caixa Econômica Federal","Real","15000000","0","0","10/12/2008","","","","","",""
"8372","Município","Maricá","3302700","RJ","null","Arquivado por decurso de prazo","17944.000765/2011-53","2012-05-30T03:00:00Z","Operação contratual interna","Provias 2010","Instituição Financeira Nacional","Caixa Econômica Federal","Real","3000000","0","0","22/01/2013","","","","","",""
"6266","Município","Maricá","3302700","RJ","null","Regularizado","17944.000308/2010-88","2011-12-19T02:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Ampla Energia e Serviços S/A","Real","862347.63","0","0","20/01/2012","","","","","",""
"40740","Município","Petrópolis","3303906","RJ","PVL02.008447/2019-25","Deferido","17944.104583/2019-16","2020-07-31T13:38:52Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","20000000","0","0","06/08/2020","","","","","",""
"6797","Município","Rio de Janeiro","3304557","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000432/2010-43","2010-07-01T03:00:00Z","Operação contratual externa (com garantia da União)","Reestruturação e recomposição do principal de dívidas","Instituição Financeira Internacional","Banco Internacional para Reconstrução e Desenvolvimento","Dólar dos EUA","1045000000","1","0","13/07/2010","","","","","",""
"39635","Município","Bom Jardim","3300506","RJ","PVL02.008305/2019-68","Deferido (PVL-IF)","null","null","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Banco do Brasil S/A","Real","435000","0","1","29/05/2020","","","","","",""
"42260","Município","Macuco","3302452","RJ","PVL02.009443/2019-64","Arquivado por decurso de prazo","17944.101534/2020-57","2020-03-19T21:07:52Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1500000","0","0","01/10/2020","","","","","",""
"34031","Município","Itatiaia","3302254","RJ","PVL02.003023/2019-74","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Banco do Brasil S/A","Real","5000000","0","1","17/10/2019","","","","","",""
"12288","Município","Duque de Caxias","3301702","RJ","null","Arquivado por decurso de prazo","17944.001650/2010-03","2012-08-20T03:00:00Z","Operação contratual externa (com garantia da União)","Multissetorial","Instituição Financeira Internacional","Banco Interamericano de Desenvolvimento","Dólar dos EUA","43614494","0","0","04/07/2013","","","","","",""
"12509","Município","Volta Redonda","3306305","RJ","null","Regularizado","17944.001702/2011-14","2014-02-14T02:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","3947780.12","0","0","21/02/2014","","","","","",""
"12298","Município","Quatis","3304128","RJ","null","Deferido","17944.001652/2011-75","2012-05-07T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Agência de Fomento do Estado do Rio de Janeiro","Real","2193832","1","0","29/06/2012","","","","","",""
"5714","Município","Silva Jardim","3305604","RJ","null","Arquivado","17944.000180/2008-38","2008-05-14T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","483160","0","0","15/05/2008","","","","","",""
"30348","Município","Rio de Janeiro","3304557","RJ","PVL02.002745/2018-21","Deferido","17944.109791/2018-12","2018-11-29T11:59:21Z","Operação contratual interna","Aporte de capital","Instituição Financeira Nacional","Banco Santander (Brasil) S.A.","Real","300000000","1","0","29/11/2018","","","","","",""
"11005","Município","Araruama","3300209","RJ","null","Arquivado por decurso de prazo","17944.001334/2011-12","2012-12-21T02:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","33593206.91","0","0","09/01/2013","","","","","",""
"60129","Município","Petrópolis","3303906","RJ","PVL02.005941/2022-33","Deferido","17944.102383/2022-16","2022-06-21T13:15:44Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","80000000","0","1","22/06/2022","","","","","",""
"28489","Município","Rio de Janeiro","3304557","RJ","PVL02.000606/2018-62","Arquivado por decurso de prazo","17944.104407/2018-95","2018-09-04T14:13:17Z","Operação contratual interna","Renegociação de dívidas","Instituição Financeira Nacional","Caixa Econômica Federal","Real","441649163.21","0","0","22/10/2019","","","","","",""
"60633","Município","Nova Iguaçu","3303500","RJ","PVL02.005341/2022-75","Deferido","17944.102616/2022-81","2022-07-27T19:10:17Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","100000000","0","0","01/08/2022","","","","","",""
"10628","Município","Resende","3304201","RJ","null","Arquivado por decurso de prazo","17944.001246/2014-55","2014-08-14T03:00:00Z","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado do Rio de Janeiro","Real","4000000","0","0","18/02/2015","","","","","",""
"5734","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.000185/2010-85","2010-10-18T02:00:00Z","Operação contratual interna","PAC - Copa Pró-Transporte","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","1179000000","1","0","01/12/2010","","","","","",""
"11202","Município","Rio de Janeiro","3304557","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001383/2012-28","2013-07-19T03:00:00Z","Operação contratual externa (com garantia da União)","Multissetorial","Instituição Financeira Internacional","Banco Internacional para Reconstrução e Desenvolvimento","Dólar dos EUA","16200000","1","0","13/08/2013","","","","","",""
"38893","Município","Paty do Alferes","3303856","RJ","PVL02.007600/2019-05","Deferido (PVL-IF)","null","null","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado do Rio de Janeiro","Real","3512000","0","1","30/10/2019","","","","","",""
"27100","Município","Rio de Janeiro","3304557","RJ","PVL02.002429/2017-78","Arquivado por decurso de prazo","17944.103668/2017-15","2018-07-31T21:50:09Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","100000000","0","0","07/01/2019","","","","","",""
"10263","Município","Armação dos Búzios","3300233","RJ","null","Regularizado","17944.001157/2009-41","2009-11-11T02:00:00Z","Operação contratual interna","Regularização de Dívida - Outros","Outras Organizações","Pessoa Jurídica","Real","171832.24","0","0","30/11/2009","","","","","",""
"5643","Município","São João de Meriti","3305109","RJ","null","Arquivado","17944.000161/2010-26","2010-10-15T03:00:00Z","Operação contratual interna","PAC - Saneamento - 2009 A","Instituição Financeira Nacional","Caixa Econômica Federal","Real","50074939.06","0","0","20/12/2010","","","","","",""
"5267","Município","Paraíba do Sul","3303708","RJ","null","Pendente de regularização","17944.000073/2014-58","2015-02-05T02:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","6836555.06","0","0","25/03/2015","","","","","",""
"5914","Município","Nilópolis","3303203","RJ","null","Regularizado","17944.000231/2012-16","2012-08-20T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","4178061.55","0","0","05/09/2012","","","","","",""
"8643","Município","Rio de Janeiro","3304557","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.000816/2009-22","2011-11-17T02:00:00Z","Operação contratual externa (com garantia da União)","Infraestrutura","Instituição Financeira Internacional","Banco Interamericano de Desenvolvimento","Dólar dos EUA","150000000","1","0","23/12/2011","","","","","",""
"6390","Município","Cantagalo","3301108","RJ","null","Arquivado","17944.000335/2008-36","2008-04-10T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","483160","0","0","14/05/2008","","","","","",""
"10396","Município","São Gonçalo","3304904","RJ","null","Arquivado","17944.001190/2008-91","2008-04-14T03:00:00Z","Operação contratual interna","PAC - Saneamento - 2008 B","Instituição Financeira Nacional","Caixa Econômica Federal","Real","10000000","0","0","15/09/2008","","","","","",""
"11272","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.001398/2013-77","2013-11-25T02:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","500000000","1","0","06/12/2013","","","","","",""
"42252","Município","Itatiaia","3302254","RJ","PVL02.000042/2020-82","Encaminhado à PGFN com manifestação técnica favorável","17944.101489/2020-31","2020-05-19T13:29:59Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Banco do Brasil S/A","Real","30000000","1","1","21/05/2020","","","","","",""
"8050","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.000703/2010-61","2011-04-29T03:00:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","49000000","1","0","06/06/2011","","","","","",""
"12404","Município","Resende","3304201","RJ","null","Regularizado","17944.001679/2008-62","2013-07-12T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Ampla Energia e Serviços S/A","Real","4397135.44","1","0","26/07/2013","","","","","",""
"9096","Município","Cordeiro","3301504","RJ","null","Arquivado","17944.000902/2008-54","2008-06-16T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","126750","0","0","15/09/2008","","","","","",""
"12602","Município","Vassouras","3306206","RJ","null","Arquivado","17944.001723/2008-34","2008-07-10T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1029900","0","0","29/07/2008","","","","","",""
"40746","Município","São Gonçalo","3304904","RJ","PVL02.008720/2019-11","Deferido","17944.104597/2019-21","2020-08-20T20:20:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","19689683.54","0","0","21/08/2020","","","","","",""
"11697","Município","Duque de Caxias","3301702","RJ","null","Arquivado","17944.001505/2008-08","2008-07-31T03:00:00Z","Operação contratual interna","Caminho da Escola 4","Instituição Financeira Nacional","Banco do Brasil S/A","Real","1368000","0","0","30/10/2008","","","","","",""
"11501","Município","Belford Roxo","3300456","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001463/2007-16","2007-11-29T02:00:00Z","Operação contratual externa (com garantia da União)","Infraestrutura","Instituição Financeira Internacional","Banco Interamericano de Desenvolvimento","Dólar dos EUA","13200000","0","0","28/08/2008","","","","","",""
"11361","Município","Barra Mansa","3300407","RJ","null","Deferido","17944.001422/2008-19","2010-09-06T03:00:00Z","Operação contratual interna","PNAFM","Instituição Financeira Nacional","Caixa Econômica Federal","Real","5111556","1","0","27/09/2010","","","","","",""
"10315","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.001169/2005-42","2007-04-30T03:00:00Z","Operação contratual interna","RELUZ","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","30061939.64","1","0","25/05/2007","","","","","",""
"8889","Município","Engenheiro Paulo de Frontin","3301801","RJ","null","Arquivado","17944.000861/2008-04","2008-10-14T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","400700","0","0","07/01/2009","","","","","",""
"43898","Município","Pinheiral","3303955","RJ","PVL02.000209/2021-96","Deferido (PVL-IF)","null","null","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Banco do Brasil S/A","Real","2621825","0","1","26/07/2021","","","","","",""
"9806","Município","Teresópolis","3305802","RJ","null","Arquivado por decurso de prazo","17944.001055/2013-11","2013-11-20T02:00:00Z","Operação contratual interna","Provias 2012","Instituição Financeira Nacional","Banco do Brasil S/A","Real","2891900","0","0","24/09/2014","","","","","",""
"10230","Município","Resende","3304201","RJ","null","Arquivado","17944.001150/2008-49","2008-07-18T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","573400","0","0","02/10/2008","","","","","",""
"10259","Município","Armação dos Búzios","3300233","RJ","null","Regularizado","17944.001156/2009-05","2009-11-11T02:00:00Z","Operação contratual interna","Regularização de Dívida - Água e Esgoto","Empresa Não Estatal","Prolagos S/A - Concessionária de Serviços Públicos de Água e Esgoto","Real","76842.11","0","0","30/11/2009","","","","","",""
